,"If you want to contribute to this spreadsheet, please click the link below:",,,,,,,
,https://forms.gle/YYaZ9R6k6NhXZBqj7,,,,,,,
Timestamp,What year did you start your first job?,In what industry was this job?,What was your role?,What was your monthly salary (in PHP)?,What school did you graduate from?,What is your gender?,Did you negotiate your job offer?,"If you can provide additional context to any of your answers above, you can do so here."
1/23/2020 14:59:59,2017,Advertising,HR Officer,15000,UP Diliman,Female,No,"15,000 was supposed to be my basic pay but my employer tricked me. Being the fresh grad that I am during that time, I only knew that the 15k that I was supposed to receive was inclusive of the allowance already (which should not be the case since during the interview, employer said that allowance would be separate from the 15k basic pay that I was supposed to receive) when I got my first pay slip. Beware of employers who scam fresh grad. Always clarify everything during the interview. "
1/23/2020 15:07:38,2018,Digital Marketing,Junior ,20000,Letran,Male,No,
1/23/2020 15:11:58,2019,Government,Mining Engineer,24000,University of the Philippines Diliman,Male,No,"Since gov't work, standardized na talaga yung pay, regardless of sex and gender."
1/23/2020 15:13:43,2018,IT,Programmer,16000,PUP,Female,No,
1/23/2020 15:14:00,2019,Education,Preschool Teacher,14000,University of the Philippines Diliman,Female,No,Fresh grad didn’t know any better lol
1/23/2020 15:14:23,2016,Research,Research Assistant,25000,Ateneo de Manila University,Female,No,
1/23/2020 15:14:33,2014,Information Technology,Technology Consultant / Jr. Project Manager,26000,University of Asia and the Pacific,Female,No,"I knew it was one of the good offers already in our industry so no, I did not negotiate. I was also given a starting bonus."
1/23/2020 15:15:33,2014,Recruitment,Headhunter,16000,UST,F,No,
1/23/2020 15:15:34,2019,Advertising,Digital Marketing Specialist,15000,Polytechnic University of the Philippines,Female,No,
1/23/2020 15:16:33,2019,Construction,Design Assistant,15000,University of Santo Tomas,Male,No,
1/23/2020 15:19:35,2019,Communications,Communications Assistant,20000,UP Pampanga,Female,No,
1/23/2020 15:19:49,2016,BPO,Customer Service Representative,15000,University of Santo Tomas,Female,No,
1/23/2020 15:21:07,2017,Financial Research,Research Analyst,23000,Ateneo de Manila University,Male,No,My consultancy company who hired me told me the client who will pay the company for my salary said that I can ask for up to ₱25000. Nahiya naman ako kung sagad siya so I asked for 23k instead.
1/23/2020 15:21:36,2017,Academe,Research Associate,25000,UP Diliman,Female,No,
1/23/2020 15:21:59,2019,Advertising,Art Director,36000,University of Asia and the Pacific,Female,Yes,"Excluding bonuses, base pay was about 25,000 and figured I might try to negotiate. Fortunately, it was granted."
1/23/2020 15:22:39,2016,BPO,tech support,19000,feu,female,No,
1/23/2020 15:23:11,2019,Media,Content Creator,17000,University of Santo Tomas,Female,No,
1/23/2020 15:24:19,2018,Analytics,Analyst for Data Stewardship and all related analytics (kind of like a junior data scientist minus the modern stuff),31000,UP Diliman,Male,No,"Growth is very fast, I've been promoted and now have increased my salary by 60% since I started"
1/23/2020 15:25:24,2014,BPO,Recruitment Analyst,12000,Trinity University of Asia,Female,No,I wasn’t a regular employee for the BPO company. I worked as an Outsourced personnel working as Recruitment Analyst. 
1/23/2020 15:26:44,2017,Real estate ,Accounts Payable Assistant ,15000,Saint Louis University Baguio ,Male ,No,
1/23/2020 15:27:15,2017,Health,Allied Professional,50000,University of the Philippines Manila,Femalen,No,We work per hour. The hourly rate depends on the center we work at. Our professional fee ranges between 300-400 per hour.
1/23/2020 15:28:33,2017,Health and Wellness,Marketing,18000,,F,No,I applied initially knowing that I was only to do graphic design work and other small stuff. Little did I know I was supposed to wear many hats. 18k was base pay excluding other company benefits like free monthly products. No OT pay but always OT-ed til wee hours of the morning because of excessive work. You get a raise every year depending on your performance but it's only up to 20% of your base pay. Not much chances for promotion.
1/23/2020 15:29:45,2019,Finance,Research Analyst ,18000,UP Los Banos,Female,No,The job was a 6-month contract only. No benefits involved. 
1/23/2020 15:30:02,2019,BPO,Copy Editor,21000,UPD,Female,No,"They asked in the application form for an expected salary. (I put 20-25k since the position had nothing to do with my degree). The salary is gross income with allowances, but the basic pay is around 19k."
1/23/2020 15:30:17,2018,Events Management,Project Officer,19000,UP,Female,No,
1/23/2020 15:31:28,2018,Research-NGO,Intern,37000,UPLB,Male,No,"I was hired as a paid intern. They said during the interview that it would be the stipend that I would receive. I thought it was a joke and after the interview my ""would be"" supervisor told me that it was too high and she said it's gonna be lower. So when the papers started and when I went on my first day, it stipulated in the contract that I would be really paid that."
1/23/2020 15:31:55,2018,Tech Industry,Marketing and Analytics Lead,25000,De La Salle University,Male,No,I felt like a priviledge working with the organization initially
1/23/2020 15:32:02,2017,Clothing Retail,Graphic Designer and Marketing Associate,16000,UP Diliman,Female,Yes,"I asked for P 15k to 18k during the interview. Started with P 16k. 2018 i was earning P18k. 2019, i was promised to have P20k monthly but that didn't happen. "
1/23/2020 15:32:10,2018,FMCG,Graduatw Teainee,54000,Dlsu,Male,No,
1/23/2020 15:32:47,2019,Government,Archives,24000,University of the Philippines,Male,No,
1/23/2020 15:33:14,2017,IT,Quality Assurance,12000,University of Asia and the Pacific,Female,No,I was recruited via an agency and the pay would have been 10000 without overtime which the job had required. And you couldn't quit unless the contractor terminated your contract. I was desperate for a job because my parents pressured me to get one despite wanting to pursue the job I liked.
1/23/2020 15:33:39,2019,BPO,Video Editor,18000,De La Salle University - Dasmariñas,Male,No,
1/23/2020 15:33:50,2019,Industrial Decor (Lighting company),Media Creator,16000,UPB,F,No,
1/23/2020 15:33:56,2013,Education,Teacher,12000,University of Santo Tomas,Female,No,
1/23/2020 15:33:56,2012,Legal ,Junior Associate,45000,Ateneo Law School,Male,No,The base salary above does not reflect the bonuses and other benefits. 
1/23/2020 15:34:35,2018,Gaming,Casino Events and Promotions Assistant,15000,Holy Angel University,Female,No,
1/23/2020 15:36:19,2016,BPO,Associate,20500,PUP Manila ,Man,Yes,I requested for an 18000 salary but the manager wanted me to be competitive in asking for my pay. So I told them 20000.
1/23/2020 15:36:51,2018,Arts (Museum),Gallery floor guide/supervisor,15000,UPD,Female,No,It was only for the duration of the current exhibit run (~2-3 months on 5.5-day work weeks). The hiring manager explained that they can only pay that much because it's a contractual job.
1/23/2020 15:36:57,2013,Publishing,Writer,12000,University of Perpetual Help System - Laguna,Male,No,"My salary never changed for about three years. It was only when I reached my fourth year that I got a ""raise"" which wasn't even that substantial. "
1/23/2020 15:37:02,2018,IT,"Software Engineer, Associate",25000,DLSU,MALE,No,Interned at company first
